Anger\10_cam2_1,10,2,0,91
Anger\10_cam2_10,10,2,0,91
Anger\10_cam2_11,10,2,0,91
Anger\10_cam2_12,10,2,0,91
Anger\10_cam2_13,10,2,0,91
Anger\10_cam2_14,10,2,0,91
Anger\10_cam2_2,10,2,0,91
Anger\10_cam2_3,10,2,0,91
Anger\10_cam2_4,10,2,0,91
Anger\10_cam2_5,10,2,0,91
Anger\10_cam2_6,10,2,0,91
Anger\10_cam2_7,10,2,0,91
Anger\10_cam2_8,10,2,0,91
Anger\10_cam2_9,10,2,0,91
Disgust\10_cam2_1,10,2,1,91
Disgust\10_cam2_2,10,2,1,91
Fear\10_cam2_1,10,2,2,91
Fear\10_cam2_2,10,2,2,91
Fear\10_cam2_3,10,2,2,91
Fear\10_cam2_4,10,2,2,91
Fear\10_cam2_5,10,2,2,91
Fear\10_cam2_6,10,2,2,91
Fear\10_cam2_7,10,2,2,91
Happy\10_cam2_1,10,2,3,91
Happy\10_cam2_2,10,2,3,91
Happy\10_cam2_3,10,2,3,91
Happy\10_cam2_4,10,2,3,91
Happy\10_cam2_5,10,2,3,91
Happy\10_cam2_6,10,2,3,91
Happy\10_cam2_7,10,2,3,91
Happy\10_cam2_8,10,2,3,91
Neutral\10_cam2_1,10,2,4,91
Neutral\10_cam2_2,10,2,4,91
Neutral\10_cam2_3,10,2,4,91
Neutral\10_cam2_4,10,2,4,91
Neutral\10_cam2_5,10,2,4,91
Neutral\10_cam2_6,10,2,4,91
Neutral\10_cam2_7,10,2,4,91
Neutral\10_cam2_8,10,2,4,91
Sad\10_cam2_1,10,2,5,91
Sad\10_cam2_10,10,2,5,91
Sad\10_cam2_11,10,2,5,91
Sad\10_cam2_12,10,2,5,91
Sad\10_cam2_13,10,2,5,91
Sad\10_cam2_14,10,2,5,91
Sad\10_cam2_15,10,2,5,91
Sad\10_cam2_16,10,2,5,91
Sad\10_cam2_2,10,2,5,91
Sad\10_cam2_3,10,2,5,91
Sad\10_cam2_4,10,2,5,91
Sad\10_cam2_5,10,2,5,91
Sad\10_cam2_6,10,2,5,91
Sad\10_cam2_7,10,2,5,91
Sad\10_cam2_8,10,2,5,91
Sad\10_cam2_9,10,2,5,91
Surprise\10_cam2_1,10,2,6,91
Surprise\10_cam2_10,10,2,6,91
Surprise\10_cam2_2,10,2,6,91
Surprise\10_cam2_3,10,2,6,91
Surprise\10_cam2_4,10,2,6,91
Surprise\10_cam2_5,10,2,6,91
Surprise\10_cam2_6,10,2,6,91
Surprise\10_cam2_7,10,2,6,91
Surprise\10_cam2_8,10,2,6,91
Surprise\10_cam2_9,10,2,6,91
Anger\2_cam2_1,2,2,0,91
Anger\2_cam2_2,2,2,0,91
Anger\2_cam2_3,2,2,0,91
Anger\2_cam2_4,2,2,0,91
Disgust\2_cam2_1,2,2,1,91
Disgust\2_cam2_2,2,2,1,91
Fear\2_cam2_1,2,2,2,91
Fear\2_cam2_2,2,2,2,91
Fear\2_cam2_3,2,2,2,91
Fear\2_cam2_4,2,2,2,91
Happy\2_cam2_1,2,2,3,91
Happy\2_cam2_2,2,2,3,91
Happy\2_cam2_3,2,2,3,91
Neutral\2_cam2_1,2,2,4,91
Neutral\2_cam2_2,2,2,4,91
Neutral\2_cam2_3,2,2,4,91
Neutral\2_cam2_4,2,2,4,91
Neutral\2_cam2_5,2,2,4,91
Neutral\2_cam2_6,2,2,4,91
Neutral\2_cam2_7,2,2,4,91
Sad\2_cam2_1,2,2,5,91
Surprise\2_cam2_1,2,2,6,91
Surprise\2_cam2_2,2,2,6,91
Anger\3_cam2_1,3,2,0,91
Anger\3_cam2_10,3,2,0,91
Anger\3_cam2_11,3,2,0,91
Anger\3_cam2_12,3,2,0,91
Anger\3_cam2_2,3,2,0,91
Anger\3_cam2_3,3,2,0,91
Anger\3_cam2_4,3,2,0,91
Anger\3_cam2_5,3,2,0,91
Anger\3_cam2_6,3,2,0,91
Anger\3_cam2_7,3,2,0,91
Anger\3_cam2_8,3,2,0,91
Anger\3_cam2_9,3,2,0,91
Disgust\3_cam2_1,3,2,1,91
Disgust\3_cam2_2,3,2,1,91
Fear\3_cam2_1,3,2,2,91
Fear\3_cam2_10,3,2,2,91
Fear\3_cam2_11,3,2,2,91
Fear\3_cam2_12,3,2,2,91
Fear\3_cam2_13,3,2,2,91
Fear\3_cam2_14,3,2,2,91
Fear\3_cam2_2,3,2,2,91
Fear\3_cam2_3,3,2,2,91
Fear\3_cam2_4,3,2,2,91
Fear\3_cam2_5,3,2,2,91
Fear\3_cam2_6,3,2,2,91
Fear\3_cam2_7,3,2,2,91
Fear\3_cam2_8,3,2,2,91
Fear\3_cam2_9,3,2,2,91
Happy\3_cam2_1,3,2,3,91
Happy\3_cam2_10,3,2,3,91
Happy\3_cam2_11,3,2,3,91
Happy\3_cam2_12,3,2,3,91
Happy\3_cam2_2,3,2,3,91
Happy\3_cam2_3,3,2,3,91
Happy\3_cam2_4,3,2,3,91
Happy\3_cam2_5,3,2,3,91
Happy\3_cam2_6,3,2,3,91
Happy\3_cam2_7,3,2,3,91
Happy\3_cam2_8,3,2,3,91
Happy\3_cam2_9,3,2,3,91
Neutral\3_cam2_1,3,2,4,91
Neutral\3_cam2_2,3,2,4,91
Neutral\3_cam2_3,3,2,4,91
Neutral\3_cam2_4,3,2,4,91
Neutral\3_cam2_5,3,2,4,91
Neutral\3_cam2_6,3,2,4,91
Neutral\3_cam2_7,3,2,4,91
Neutral\3_cam2_8,3,2,4,91
Neutral\3_cam2_9,3,2,4,91
Sad\3_cam2_1,3,2,5,91
Sad\3_cam2_11,3,2,5,91
Sad\3_cam2_12,3,2,5,91
Sad\3_cam2_13,3,2,5,91
Sad\3_cam2_14,3,2,5,91
Sad\3_cam2_15,3,2,5,91
Sad\3_cam2_16,3,2,5,91
Sad\3_cam2_17,3,2,5,91
Sad\3_cam2_18,3,2,5,91
Sad\3_cam2_19,3,2,5,91
Sad\3_cam2_2,3,2,5,91
Sad\3_cam2_20,3,2,5,91
Sad\3_cam2_21,3,2,5,91
Sad\3_cam2_22,3,2,5,91
Sad\3_cam2_23,3,2,5,91
Sad\3_cam2_24,3,2,5,91
Sad\3_cam2_25,3,2,5,91
Sad\3_cam2_3,3,2,5,91
Sad\3_cam2_4,3,2,5,91
Sad\3_cam2_5,3,2,5,91
Sad\3_cam2_6,3,2,5,91
Sad\3_cam2_7,3,2,5,91
Sad\3_cam2_8,3,2,5,91
Sad\3_cam2_9,3,2,5,91
Surprise\3_cam2_1,3,2,6,91
Surprise\3_cam2_2,3,2,6,91
Surprise\3_cam2_3,3,2,6,91
Surprise\3_cam2_4,3,2,6,91
Surprise\3_cam2_5,3,2,6,91
Surprise\3_cam2_6,3,2,6,91
Surprise\3_cam2_7,3,2,6,91
Anger\5_cam2_1,5,2,0,91
Anger\5_cam2_2,5,2,0,91
Anger\5_cam2_3,5,2,0,91
Anger\5_cam2_4,5,2,0,91
Anger\5_cam2_5,5,2,0,91
Disgust\5_cam2_1,5,2,1,91
Disgust\5_cam2_2,5,2,1,91
Fear\5_cam2_1,5,2,2,91
Happy\5_cam2_1,5,2,3,91
Happy\5_cam2_2,5,2,3,91
Happy\5_cam2_3,5,2,3,91
Happy\5_cam2_4,5,2,3,91
Happy\5_cam2_5,5,2,3,91
Happy\5_cam2_6,5,2,3,91
Happy\5_cam2_7,5,2,3,91
Happy\5_cam2_8,5,2,3,91
Neutral\5_cam2_1,5,2,4,91
Neutral\5_cam2_2,5,2,4,91
Neutral\5_cam2_3,5,2,4,91
Neutral\5_cam2_4,5,2,4,91
Neutral\5_cam2_5,5,2,4,91
Neutral\5_cam2_6,5,2,4,91
Neutral\5_cam2_7,5,2,4,91
Sad\5_cam2_1,5,2,5,91
Sad\5_cam2_2,5,2,5,91
Sad\5_cam2_3,5,2,5,91
Sad\5_cam2_4,5,2,5,91
Sad\5_cam2_5,5,2,5,91
Surprise\5_cam2_1,5,2,6,91
Surprise\5_cam2_2,5,2,6,91
Surprise\5_cam2_3,5,2,6,91
Surprise\5_cam2_4,5,2,6,91
Surprise\5_cam2_5,5,2,6,91
Surprise\5_cam2_6,5,2,6,91
Surprise\5_cam2_7,5,2,6,91
Surprise\5_cam2_8,5,2,6,91
Anger\6_cam2_1,6,2,0,91
Anger\6_cam2_2,6,2,0,91
Anger\6_cam2_3,6,2,0,91
Disgust\6_cam2_1,6,2,1,91
Disgust\6_cam2_2,6,2,1,91
Fear\6_cam2_1,6,2,2,91
Fear\6_cam2_2,6,2,2,91
Fear\6_cam2_3,6,2,2,91
Fear\6_cam2_4,6,2,2,91
Fear\6_cam2_5,6,2,2,91
Happy\6_cam2_1,6,2,3,91
Happy\6_cam2_2,6,2,3,91
Happy\6_cam2_3,6,2,3,91
Happy\6_cam2_4,6,2,3,91
Happy\6_cam2_5,6,2,3,91
Happy\6_cam2_6,6,2,3,91
Happy\6_cam2_7,6,2,3,91
Happy\6_cam2_8,6,2,3,91
Neutral\6_cam2_1,6,2,4,91
Neutral\6_cam2_2,6,2,4,91
Neutral\6_cam2_3,6,2,4,91
Neutral\6_cam2_4,6,2,4,91
Neutral\6_cam2_5,6,2,4,91
Neutral\6_cam2_6,6,2,4,91
Neutral\6_cam2_7,6,2,4,91
Neutral\6_cam2_8,6,2,4,91
Sad\6_cam2_1,6,2,5,91
Sad\6_cam2_10,6,2,5,91
Sad\6_cam2_11,6,2,5,91
Sad\6_cam2_2,6,2,5,91
Sad\6_cam2_3,6,2,5,91
Sad\6_cam2_4,6,2,5,91
Sad\6_cam2_5,6,2,5,91
Sad\6_cam2_6,6,2,5,91
Sad\6_cam2_7,6,2,5,91
Sad\6_cam2_8,6,2,5,91
Sad\6_cam2_9,6,2,5,91
Surprise\6_cam2_1,6,2,6,91
Surprise\6_cam2_2,6,2,6,91
Surprise\6_cam2_3,6,2,6,91
Anger\7_cam2_1,7,2,0,91
Anger\7_cam2_2,7,2,0,91
Disgust\7_cam2_1,7,2,1,91
Disgust\7_cam2_2,7,2,1,91
Fear\7_cam2_1,7,2,2,91
Happy\7_cam2_1,7,2,3,91
Happy\7_cam2_2,7,2,3,91
Happy\7_cam2_3,7,2,3,91
Happy\7_cam2_4,7,2,3,91
Happy\7_cam2_5,7,2,3,91
Happy\7_cam2_6,7,2,3,91
Happy\7_cam2_7,7,2,3,91
Happy\7_cam2_8,7,2,3,91
Neutral\7_cam2_1,7,2,4,91
Neutral\7_cam2_2,7,2,4,91
Neutral\7_cam2_3,7,2,4,91
Neutral\7_cam2_4,7,2,4,91
Neutral\7_cam2_5,7,2,4,91
Neutral\7_cam2_6,7,2,4,91
Neutral\7_cam2_7,7,2,4,91
Neutral\7_cam2_8,7,2,4,91
Sad\7_cam2_1,7,2,5,91
Sad\7_cam2_2,7,2,5,91
Sad\7_cam2_3,7,2,5,91
Sad\7_cam2_4,7,2,5,91
Sad\7_cam2_5,7,2,5,91
Sad\7_cam2_6,7,2,5,91
Sad\7_cam2_7,7,2,5,91
Sad\7_cam2_8,7,2,5,91
Sad\7_cam2_9,7,2,5,91
Surprise\7_cam2_1,7,2,6,91
Surprise\7_cam2_10,7,2,6,91
Surprise\7_cam2_11,7,2,6,91
Surprise\7_cam2_12,7,2,6,91
Surprise\7_cam2_13,7,2,6,91
Surprise\7_cam2_2,7,2,6,91
Surprise\7_cam2_3,7,2,6,91
Surprise\7_cam2_4,7,2,6,91
Surprise\7_cam2_5,7,2,6,91
Surprise\7_cam2_6,7,2,6,91
Surprise\7_cam2_7,7,2,6,91
Surprise\7_cam2_8,7,2,6,91
Surprise\7_cam2_9,7,2,6,91
Anger\8_cam2_1,8,2,0,91
Anger\8_cam2_10,8,2,0,91
Anger\8_cam2_11,8,2,0,91
Anger\8_cam2_12,8,2,0,91
Anger\8_cam2_13,8,2,0,91
Anger\8_cam2_14,8,2,0,91
Anger\8_cam2_15,8,2,0,91
Anger\8_cam2_16,8,2,0,91
Anger\8_cam2_17,8,2,0,91
Anger\8_cam2_18,8,2,0,91
Anger\8_cam2_19,8,2,0,91
Anger\8_cam2_2,8,2,0,91
Anger\8_cam2_20,8,2,0,91
Anger\8_cam2_21,8,2,0,91
Anger\8_cam2_22,8,2,0,91
Anger\8_cam2_3,8,2,0,91
Anger\8_cam2_4,8,2,0,91
Anger\8_cam2_5,8,2,0,91
Anger\8_cam2_6,8,2,0,91
Anger\8_cam2_7,8,2,0,91
Anger\8_cam2_8,8,2,0,91
Anger\8_cam2_9,8,2,0,91
Disgust\8_cam2_1,8,2,1,91
Disgust\8_cam2_2,8,2,1,91
Fear\8_cam2_1,8,2,2,91
Fear\8_cam2_10,8,2,2,91
Fear\8_cam2_11,8,2,2,91
Fear\8_cam2_2,8,2,2,91
Fear\8_cam2_3,8,2,2,91
Fear\8_cam2_4,8,2,2,91
Fear\8_cam2_5,8,2,2,91
Fear\8_cam2_6,8,2,2,91
Fear\8_cam2_7,8,2,2,91
Fear\8_cam2_8,8,2,2,91
Fear\8_cam2_9,8,2,2,91
Happy\8_cam2_1,8,2,3,91
Happy\8_cam2_10,8,2,3,91
Happy\8_cam2_11,8,2,3,91
Happy\8_cam2_12,8,2,3,91
Happy\8_cam2_13,8,2,3,91
Happy\8_cam2_14,8,2,3,91
Happy\8_cam2_15,8,2,3,91
Happy\8_cam2_16,8,2,3,91
Happy\8_cam2_17,8,2,3,91
Happy\8_cam2_2,8,2,3,91
Happy\8_cam2_3,8,2,3,91
Happy\8_cam2_4,8,2,3,91
Happy\8_cam2_5,8,2,3,91
Happy\8_cam2_6,8,2,3,91
Happy\8_cam2_7,8,2,3,91
Happy\8_cam2_8,8,2,3,91
Happy\8_cam2_9,8,2,3,91
Neutral\8_cam2_1,8,2,4,91
Neutral\8_cam2_2,8,2,4,91
Neutral\8_cam2_3,8,2,4,91
Neutral\8_cam2_4,8,2,4,91
Neutral\8_cam2_5,8,2,4,91
Neutral\8_cam2_6,8,2,4,91
Neutral\8_cam2_7,8,2,4,91
Neutral\8_cam2_8,8,2,4,91
Neutral\8_cam2_9,8,2,4,91
Sad\8_cam2_1,8,2,5,91
Sad\8_cam2_10,8,2,5,91
Sad\8_cam2_11,8,2,5,91
Sad\8_cam2_12,8,2,5,91
Sad\8_cam2_13,8,2,5,91
Sad\8_cam2_14,8,2,5,91
Sad\8_cam2_15,8,2,5,91
Sad\8_cam2_16,8,2,5,91
Sad\8_cam2_17,8,2,5,91
Sad\8_cam2_18,8,2,5,91
Sad\8_cam2_19,8,2,5,91
Sad\8_cam2_2,8,2,5,91
Sad\8_cam2_20,8,2,5,91
Sad\8_cam2_21,8,2,5,91
Sad\8_cam2_22,8,2,5,91
Sad\8_cam2_23,8,2,5,91
Sad\8_cam2_24,8,2,5,91
Sad\8_cam2_25,8,2,5,91
Sad\8_cam2_26,8,2,5,91
Sad\8_cam2_27,8,2,5,91
Sad\8_cam2_28,8,2,5,91
Sad\8_cam2_29,8,2,5,91
Sad\8_cam2_3,8,2,5,91
Sad\8_cam2_30,8,2,5,91
Sad\8_cam2_31,8,2,5,91
Sad\8_cam2_32,8,2,5,91
Sad\8_cam2_33,8,2,5,91
Sad\8_cam2_34,8,2,5,91
Sad\8_cam2_35,8,2,5,91
Sad\8_cam2_4,8,2,5,91
Sad\8_cam2_5,8,2,5,91
Sad\8_cam2_6,8,2,5,91
Sad\8_cam2_7,8,2,5,91
Sad\8_cam2_8,8,2,5,91
Sad\8_cam2_9,8,2,5,91
Surprise\8_cam2_1,8,2,6,91
Surprise\8_cam2_10,8,2,6,91
Surprise\8_cam2_11,8,2,6,91
Surprise\8_cam2_12,8,2,6,91
Surprise\8_cam2_13,8,2,6,91
Surprise\8_cam2_14,8,2,6,91
Surprise\8_cam2_15,8,2,6,91
Surprise\8_cam2_16,8,2,6,91
Surprise\8_cam2_17,8,2,6,91
Surprise\8_cam2_18,8,2,6,91
Surprise\8_cam2_19,8,2,6,91
Surprise\8_cam2_2,8,2,6,91
Surprise\8_cam2_20,8,2,6,91
Surprise\8_cam2_3,8,2,6,91
Surprise\8_cam2_4,8,2,6,91
Surprise\8_cam2_5,8,2,6,91
Surprise\8_cam2_6,8,2,6,91
Surprise\8_cam2_7,8,2,6,91
Surprise\8_cam2_8,8,2,6,91
Surprise\8_cam2_9,8,2,6,91
Anger\9_cam2_1,9,2,0,91
Anger\9_cam2_2,9,2,0,91
Anger\9_cam2_3,9,2,0,91
Anger\9_cam2_4,9,2,0,91
Disgust\9_cam2_1,9,2,1,91
Disgust\9_cam2_2,9,2,1,91
Fear\9_cam2_1,9,2,2,91
Fear\9_cam2_2,9,2,2,91
Fear\9_cam2_3,9,2,2,91
Fear\9_cam2_4,9,2,2,91
Fear\9_cam2_5,9,2,2,91
Fear\9_cam2_6,9,2,2,91
Fear\9_cam2_7,9,2,2,91
Happy\9_cam2_1,9,2,3,91
Happy\9_cam2_10,9,2,3,91
Happy\9_cam2_11,9,2,3,91
Happy\9_cam2_2,9,2,3,91
Happy\9_cam2_3,9,2,3,91
Happy\9_cam2_4,9,2,3,91
Happy\9_cam2_5,9,2,3,91
Happy\9_cam2_6,9,2,3,91
Happy\9_cam2_7,9,2,3,91
Happy\9_cam2_8,9,2,3,91
Happy\9_cam2_9,9,2,3,91
Neutral\9_cam2_1,9,2,4,91
Neutral\9_cam2_2,9,2,4,91
Neutral\9_cam2_3,9,2,4,91
Neutral\9_cam2_4,9,2,4,91
Neutral\9_cam2_6,9,2,4,91
Neutral\9_cam2_7,9,2,4,91
Sad\9_cam2_1,9,2,5,91
Sad\9_cam2_10,9,2,5,91
Sad\9_cam2_11,9,2,5,91
Sad\9_cam2_12,9,2,5,91
Sad\9_cam2_13,9,2,5,91
Sad\9_cam2_14,9,2,5,91
Sad\9_cam2_15,9,2,5,91
Sad\9_cam2_16,9,2,5,91
Sad\9_cam2_17,9,2,5,91
Sad\9_cam2_18,9,2,5,91
Sad\9_cam2_19,9,2,5,91
Sad\9_cam2_2,9,2,5,91
Sad\9_cam2_20,9,2,5,91
Sad\9_cam2_21,9,2,5,91
Sad\9_cam2_22,9,2,5,91
Sad\9_cam2_23,9,2,5,91
Sad\9_cam2_24,9,2,5,91
Sad\9_cam2_25,9,2,5,91
Sad\9_cam2_26,9,2,5,91
Sad\9_cam2_27,9,2,5,91
Sad\9_cam2_28,9,2,5,91
Sad\9_cam2_29,9,2,5,91
Sad\9_cam2_3,9,2,5,91
Sad\9_cam2_30,9,2,5,91
Sad\9_cam2_31,9,2,5,91
Sad\9_cam2_32,9,2,5,91
Sad\9_cam2_33,9,2,5,91
Sad\9_cam2_4,9,2,5,91
Sad\9_cam2_5,9,2,5,91
Sad\9_cam2_6,9,2,5,91
Sad\9_cam2_7,9,2,5,91
Sad\9_cam2_8,9,2,5,91
Sad\9_cam2_9,9,2,5,91
Surprise\9_cam2_1,9,2,6,91
Surprise\9_cam2_10,9,2,6,91
Surprise\9_cam2_11,9,2,6,91
Surprise\9_cam2_12,9,2,6,91
Surprise\9_cam2_13,9,2,6,91
Surprise\9_cam2_14,9,2,6,91
Surprise\9_cam2_15,9,2,6,91
Surprise\9_cam2_16,9,2,6,91
Surprise\9_cam2_2,9,2,6,91
Surprise\9_cam2_3,9,2,6,91
Surprise\9_cam2_4,9,2,6,91
Surprise\9_cam2_5,9,2,6,91
Surprise\9_cam2_6,9,2,6,91
Surprise\9_cam2_7,9,2,6,91
Surprise\9_cam2_8,9,2,6,91
Surprise\9_cam2_9,9,2,6,91
